candidate_id,job_id,resume_text,job_text,candidate_skills,required_skills,optional_skills,candidate_years,job_min_years,candidate_education,job_min_education,match_label
C0158,J010,"Candidate Candidate_158 has 5 years of experience. Primary skills include statistics, nlp, fastapi, sql, power bi, leadership, project management, azure, aws. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",statistics;nlp;fastapi;sql;power bi;leadership;project management;azure;aws,deep learning;sql;tableau;etl,spark;docker;aws;power bi,5,6,phd,bachelor,0
C0137,J011,"Candidate Candidate_137 has 2 years of experience. Primary skills include python, kubernetes, fastapi, deep learning, communication, aws, power bi. Education level: master.","Role Backend Engineer requires at least 8 years experience. Required skills: project management, communication, leadership, tableau, fastapi, python. Preferred skills: etl. Minimum education: bachelor.",python;kubernetes;fastapi;deep learning;communication;aws;power bi,project management;communication;leadership;tableau;fastapi;python,etl,2,8,master,bachelor,0
C0002,J025,"Candidate Candidate_2 has 4 years of experience. Primary skills include spark, sql, python, machine learning, azure, deep learning, kubernetes, tableau. Education level: high_school.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",spark;sql;python;machine learning;azure;deep learning;kubernetes;tableau,azure;tableau;power bi;streamlit;sql;communication,docker,4,1,high_school,bachelor,0
C0011,J014,"Candidate Candidate_11 has 3 years of experience. Primary skills include leadership, etl, communication, nlp, kubernetes. Education level: bachelor.","Role Analytics Lead requires at least 3 years experience. Required skills: fastapi, kubernetes, deep learning, nlp, git, azure. Preferred skills: power bi, statistics. Minimum education: bachelor.",leadership;etl;communication;nlp;kubernetes,fastapi;kubernetes;deep learning;nlp;git;azure,power bi;statistics,3,3,bachelor,bachelor,0
C0213,J007,"Candidate Candidate_213 has 6 years of experience. Primary skills include statistics, spark, kubernetes, sql, machine learning, power bi, communication, azure, aws. Education level: bachelor.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",statistics;spark;kubernetes;sql;machine learning;power bi;communication;azure;aws,git;python;leadership;tableau;project management;docker,etl,6,8,bachelor,bachelor,0
C0100,J003,"Candidate Candidate_100 has 3 years of experience. Primary skills include tableau, git, communication, machine learning, docker. Education level: master.","Role Analytics Lead requires at least 3 years experience. Required skills: communication, git, project management. Preferred skills: nlp, fastapi, aws. Minimum education: master.",tableau;git;communication;machine learning;docker,communication;git;project management,nlp;fastapi;aws,3,3,master,master,1
C0209,J026,"Candidate Candidate_209 has 5 years of experience. Primary skills include deep learning, statistics, spark, etl, communication, leadership. Education level: phd.","Role BI Engineer requires at least 2 years experience. Required skills: sql, etl, leadership, aws. Preferred skills: tableau, python, git. Minimum education: master.",deep learning;statistics;spark;etl;communication;leadership,sql;etl;leadership;aws,tableau;python;git,5,2,phd,master,0
C0212,J022,"Candidate Candidate_212 has 6 years of experience. Primary skills include communication, spark, aws, git, statistics, docker. Education level: high_school.","Role Backend Engineer requires at least 8 years experience. Required skills: etl, statistics, nlp, tableau, sql, fastapi. Preferred skills: machine learning, communication, kubernetes. Minimum education: bachelor.",communication;spark;aws;git;statistics;docker,etl;statistics;nlp;tableau;sql;fastapi,machine learning;communication;kubernetes,6,8,high_school,bachelor,0
C0198,J007,"Candidate Candidate_198 has 4 years of experience. Primary skills include leadership, communication, python, machine learning, fastapi, nlp, deep learning, project management, kubernetes. Education level: phd.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",leadership;communication;python;machine learning;fastapi;nlp;deep learning;project management;kubernetes,git;python;leadership;tableau;project management;docker,etl,4,8,phd,bachelor,0
C0036,J025,"Candidate Candidate_36 has 1 years of experience. Primary skills include azure, power bi, docker, kubernetes, etl, machine learning. Education level: master.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",azure;power bi;docker;kubernetes;etl;machine learning,azure;tableau;power bi;streamlit;sql;communication,docker,1,1,master,bachelor,0
C0160,J004,"Candidate Candidate_160 has 5 years of experience. Primary skills include deep learning, statistics, fastapi, streamlit, git. Education level: master.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",deep learning;statistics;fastapi;streamlit;git,deep learning;project management;nlp,aws;git;power bi,5,4,master,master,0
C0068,J025,"Candidate Candidate_68 has 6 years of experience. Primary skills include streamlit, python, etl, leadership, git, aws, nlp. Education level: phd.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",streamlit;python;etl;leadership;git;aws;nlp,azure;tableau;power bi;streamlit;sql;communication,docker,6,1,phd,bachelor,0
C0136,J005,"Candidate Candidate_136 has 7 years of experience. Primary skills include nlp, docker, etl, statistics. Education level: high_school.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",nlp;docker;etl;statistics,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,7,3,high_school,phd,0
C0049,J014,"Candidate Candidate_49 has 5 years of experience. Primary skills include azure, etl, power bi, kubernetes. Education level: high_school.","Role Analytics Lead requires at least 3 years experience. Required skills: fastapi, kubernetes, deep learning, nlp, git, azure. Preferred skills: power bi, statistics. Minimum education: bachelor.",azure;etl;power bi;kubernetes,fastapi;kubernetes;deep learning;nlp;git;azure,power bi;statistics,5,3,high_school,bachelor,0
C0217,J021,"Candidate Candidate_217 has 2 years of experience. Primary skills include kubernetes, docker, deep learning, python, aws, streamlit, git, azure, spark. Education level: high_school.","Role Data Analyst requires at least 5 years experience. Required skills: tableau, git, azure, leadership. Preferred skills: statistics, fastapi. Minimum education: master.",kubernetes;docker;deep learning;python;aws;streamlit;git;azure;spark,tableau;git;azure;leadership,statistics;fastapi,2,5,high_school,master,0
C0079,J015,"Candidate Candidate_79 has 4 years of experience. Primary skills include tableau, deep learning, sql, statistics. Education level: phd.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",tableau;deep learning;sql;statistics,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,4,3,phd,phd,0
C0046,J003,"Candidate Candidate_46 has 2 years of experience. Primary skills include nlp, docker, aws, fastapi, spark, python, machine learning, statistics. Education level: master.","Role Analytics Lead requires at least 3 years experience. Required skills: communication, git, project management. Preferred skills: nlp, fastapi, aws. Minimum education: master.",nlp;docker;aws;fastapi;spark;python;machine learning;statistics,communication;git;project management,nlp;fastapi;aws,2,3,master,master,0
C0060,J004,"Candidate Candidate_60 has 6 years of experience. Primary skills include streamlit, azure, etl, leadership, fastapi, deep learning, machine learning. Education level: high_school.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",streamlit;azure;etl;leadership;fastapi;deep learning;machine learning,deep learning;project management;nlp,aws;git;power bi,6,4,high_school,master,0
C0085,J018,"Candidate Candidate_85 has 2 years of experience. Primary skills include kubernetes, fastapi, python, project management, azure, sql, deep learning, statistics. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: aws, project management, etl, nlp, docker, python. Preferred skills: deep learning, azure, communication. Minimum education: master.",kubernetes;fastapi;python;project management;azure;sql;deep learning;statistics,aws;project management;etl;nlp;docker;python,deep learning;azure;communication,2,6,phd,master,0
